Wed Nov 19 13:23:00 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

-parameters
	MIN_SCORE = 200
	MAX_DIST = 10

-contigs

    contig   markers  features
     18888         5           1 AT5g12910
     18889         5          -1 AT5g12920
     18890         5          -1 AT5g12930
     18891         5           1 AT5g12940
     18892         5           1 AT5g12950
     18892         5           1 AT5g12960
     18893         5           1 AT5g12970
     18894         5          -1 AT5g12980
     18895         5          -1 AT5g12990
     18896         5          -1 AT5g13000
     18897         5           1 AT5g13010
     18898         5          -1 AT5g13020
     18899         5           1 AT5g13030
     18900         5           1 AT5g13040
     18901         5          -1 AT5g13050
     18902         5           1 AT5g13060
     18903         5           1 AT5g13070
     18904         5          -1 AT5g13080
     18905         5          -1 AT5g13090
     18906         5           1 AT5g13100
     18907         5           1 AT5g13110
     18908         5          -1 AT5g13120
     18909         5           1 AT5g13130
     18910         5          -1 AT5g13140
     18911         5          -1 AT5g13150
     18912         5           1 AT5g13160
     18913         5          -1 AT5g13170
     18914         5           1 AT5g13180
     18915         5          -1 AT5g13190
     18916         5           1 AT5g13200
     18917         5           1 AT5g13210
     18918         5           1 AT5g13220
     18919         5           1 AT5g13230
     18919         5           1 AT5g13270
     18920         5           1 AT5g13250
     18921         5           1 AT5g13260
     18922         5           1 AT5g13280
     18923         5          -1 AT5g13290
     18924         5          -1 AT5g13300
     18925         5           1 AT5g13310
     18926         5           1 AT5g13320
     18926         5           1 AT5g13350
     18926         5           1 AT5g13360
     18926         5           1 AT5g13370
     18926         5           1 AT5g13380
     18927         5           1 AT5g13330
     18928         5          -1 AT5g13340
     18929         5           1 AT5g13390
     18930         5          -1 AT5g13400
     18931         5          -1 AT5g13410
     18932         5          -1 AT5g13420
     18933         5          -1 AT5g13430
     18933         5          -1 AT5g13440
     18934         5          -1 AT5g13450
     18935         5           1 AT5g13460
     18936         5           1 AT5g13470
     18937         5          -1 AT5g13480
     18938         5           1 AT5g13490
     18939         5           1 AT5g13500
     18940         5           1 AT5g13510
     18941         5          -1 AT5g13520
     18942         5           1 AT5g13530
     18943         5           1 AT5g13540
     18944         5          -1 AT5g13550
     18945         5          -1 AT5g13560
     18946         5           1 AT5g13570
     18947         5           1 AT5g13580
     18948         5          -1 AT5g13590
     18949         5           1 AT5g13600
     18950         5           1 AT5g13610
     18951         5          -1 AT5g13620
     18952         5          -1 AT5g13630
     18953         5           1 AT5g13640
     18954         5           1 AT5g13650
     18955         5           1 AT5g13660
     18956         5          -1 AT5g13670
     18957         5          -1 AT5g13680
     18958         5           1 AT5g13690
     18959         5          -1 AT5g13700
     18960         5          -1 AT5g13710
     18961         5           1 AT5g13720
     18962         5          -1 AT5g13730
     18963         5           1 AT5g13740
     18963         5           1 AT5g13750
     18964         5           1 AT5g13760
     18965         5           1 AT5g13770
     18966         5          -1 AT5g13780
     18967         5          -1 AT5g13790
     18968         5          -1 AT5g13800
     18969         5           1 AT5g13810
     18970         5           1 AT5g13820
     18971         5           1 AT5g13830
     18972         5          -1 AT5g13840
     18973         5           1 AT5g13850
     18974         5          -1 AT5g13860
     18975         5          -1 AT5g13870
     18976         5          -1 AT5g13880
     18977         5          -1 AT5g13890
     18978         5          -1 AT5g13900
     18979         5          -1 AT5g13910
     18980         5          -1 AT5g13920
     18981         5           1 AT5g13930
     18982         5          -1 AT5g13940
     18983         5          -1 AT5g13950
     18984         5           1 AT5g13960
     18985         5          -1 AT5g13970
     18986         5           1 AT5g13980
     18987         5          -1 AT5g13990
     18988         5           1 AT5g14000
     18989         5           1 AT5g14010
     18990         5          -1 AT5g14020
     18991         5           1 AT5g14030
     18992         5          -1 AT5g14040
     18993         5           1 AT5g14050
     18994         5           1 AT5g14060
     18995         5           1 AT5g14070
     18996         5          -1 AT5g14080
     18997         5           1 AT5g14090
     18998         5          -1 AT5g14100
     18999         5          -1 AT5g14110
     19000         5           1 AT5g14120
     19001         5          -1 AT5g14130
     19002         5           1 AT5g14140
     19003         5          -1 AT5g14150
     19004         5           1 AT5g14160
     19005         5          -1 AT5g14170
     19006         5          -1 AT5g14180
     19007         5          -1 AT5g14190
     19008         5           1 AT5g14200
     19009         5          -1 AT5g14210
     19010         5          -1 AT5g14220
     19011         5           1 AT5g14230
     19012         5          -1 AT5g14240
     19013         5           1 AT5g14250
     19014         5           1 AT5g14260
     19015         5           1 AT5g14270
     19016         5           1 AT5g14280
     19017         5          -1 AT5g14290
     19018         5           1 AT5g14300
     19019         5           1 AT5g14310
     19020         5          -1 AT5g14320
     19021         5          -1 AT5g14330
     19022         5           1 AT5g14340
     19023         5          -1 AT5g14350
     19024         5           1 AT5g14360
     19025         5          -1 AT5g14370
     19026         5          -1 AT5g14380
     19027         5          -1 AT5g14390
     19028         5           1 AT5g14400
     19029         5          -1 AT5g14410
     19030         5          -1 AT5g14420
     19031         5           1 AT5g14430
